Node index;Type mission;Code type mission;Mission;Code mission;Programme;Code programme;Action;Code action;Sous-action;Code sous-action
1121;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Subventions à des organismes de recherche;02;
1122;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Equipementier;03;
1123;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Avions;04;
1124;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Moteurs;05;
1125;Budget général;1;Recherche et enseignement supérieur;RA;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;190;Recherche et développement dans le domaine de l'aéronautique civile;14;Hélicoptères;06;
1126;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;Impôts sur les sociétés;01;
1127;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;Taxe sur la valeur ajoutée;02;
1128;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;Plafonnement des impositions directes;03;
1129;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et restitutions liés à la mécanique de l'impôt;11;Autres remboursements et dégrèvements liés à la mécanique de limpôt;04;
1130;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Prime pour l'emploi;01;
1131;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Impôt sur le revenu;02;
1132;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Impôt sur les sociétés;03;
1133;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Taxe intérieure sur les produits pétroliers;04;
1134;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Taxe intérieure de consommation sur le gaz naturel;05;
1135;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Contribution pour l'audiovisuel public;06;
1136;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liées à des politiques publiques;12;Prélèvement sur le produit des jeux;07;
1137;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;01;
1138;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;02;
1139;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;03;
1140;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;04;
1141;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;05;
1142;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;06;
1143;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;07;
1144;Budget général;1;Remboursements et dégrèvements;RD;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);200;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;13;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;08;
1145;Budget général;1;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration de lefficacité du service public de lemploi;01;Indemnisation des demandeurs d'emploi;01;
1146;Budget général;1;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration de lefficacité du service public de lemploi;01;Coordination du service public de l'emploi;02;
1147;Budget général;1;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;02;Insertion dans l'emploi au moyen de contrats aidés;01;
1148;Budget général;1;Travail et emploi;TB;Accès et retour à l'emploi;102;Amélioration des dispositifs en faveur de lemploi des personnes les plus éloignées du marché du travail;02;Accompagnement des publics les plus en difficultés;02;
1149;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Développement de lemploi en TPE-PME;01;
1150;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;02;
1151;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;02;Reconnaissance des compétences acquises par les personnes;03;
1152;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;02;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;04;
1153;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Développement de l'emploi;03;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;01;
1154;Budget général;1;Travail et emploi;TB;Accompagnement des mutations économiques et développement de l'emploi;103;Développement de l'emploi;03;Promotion de l'activité;02;
